0.00110141, 0.00133994, 0.00194597, 0.00232676, 0.00194597, 0.00133994,0.00220378, 0.00268053, 0.00389148, 0.00465218, 0.00389148, 0.00268053,0.00330616, 0.00402113, 0.00583699, 0.00697761, 0.00583699, 0.00402113,0.00441145, 0.00536365, 0.0077811, 0.00929904, 0.0077811, 0.00536365,0.00551674, 0.00670618, 0.00972521, 0.0116205, 0.00972521, 0.00670618,0.00662689, 0.00805193, 0.011667, 0.0139353, 0.011667, 0.00805193,0.00773703, 0.00939767, 0.0136088, 0.0162501, 0.0136088, 0.00939767,0.00885397, 0.0107479, 0.0155473, 0.0185557, 0.0155473, 0.0107479,0.0099709, 0.0120982, 0.0174858, 0.0208613, 0.0174858, 0.0120982,0.0110966, 0.0134541, 0.0194201, 0.023155, 0.0194201, 0.0134541,0.0122222, 0.0148101, 0.0213544, 0.0254488, 0.0213544, 0.0148101,0.0133586, 0.0161731, 0.0232835, 0.0277282, 0.0232835, 0.0161731,0.0144949, 0.0175361, 0.0252126, 0.0300076, 0.0252126, 0.0175361,0.0156439, 0.0189073, 0.0271357, 0.0322701, 0.0271357, 0.0189073,0.0167928, 0.0202785, 0.0290587, 0.0345327, 0.0290587, 0.0202785,0.0179563, 0.0216591, 0.0309747, 0.0367761, 0.0309747, 0.0216591,0.0191197, 0.0230397, 0.0328908, 0.0390194, 0.0328908, 0.0230397,0.0202996, 0.0244308, 0.0347988, 0.0412412, 0.0347988, 0.0244308,0.0214795, 0.0258219, 0.0367068, 0.043463, 0.0367068, 0.0258219,0.0226778, 0.0272247, 0.0386059, 0.045661, 0.0386059, 0.0272247,0.023876, 0.0286275, 0.040505, 0.047859, 0.040505, 0.0286275,0.0250945, 0.030043, 0.0423942, 0.0500311, 0.0423942, 0.030043,0.0263129, 0.0314585, 0.0442834, 0.0522031, 0.0442834, 0.0314585,0.0275535, 0.0328878, 0.0461618, 0.0543473, 0.0461618, 0.0328878,0.028794, 0.034317, 0.0480403, 0.0564914, 0.0480403, 0.034317,0.0300584, 0.035761, 0.049907, 0.0586057, 0.049907, 0.035761,0.0313228, 0.0372049, 0.0517737, 0.06072, 0.0517737, 0.0372049,0.0326129, 0.0386645, 0.0536277, 0.0628027, 0.0536277, 0.0386645,0.033903, 0.040124, 0.0554818, 0.0648854, 0.0554818, 0.040124,0.0352204, 0.0416, 0.0573224, 0.0669348, 0.0573224, 0.0416,0.0365379, 0.0430759, 0.059163, 0.0689843, 0.059163, 0.0430759,0.0378844, 0.0445691, 0.0609892, 0.0709991, 0.0609892, 0.0445691,0.039231, 0.0460622, 0.0628154, 0.0730139, 0.0628154, 0.0460622,0.0406081, 0.0475731, 0.0646264, 0.0749928, 0.0646264, 0.0475731,0.0419853, 0.0490841, 0.0664374, 0.0769716, 0.0664374, 0.0490841,0.0433946, 0.0506135, 0.0682325, 0.0789134, 0.0682325, 0.0506135,0.0448039, 0.0521429, 0.0700276, 0.0808552, 0.0700276, 0.0521429,0.0462468, 0.0536911, 0.071806, 0.082759, 0.071806, 0.0536911,0.0476896, 0.0552394, 0.0735844, 0.0846627, 0.0735844, 0.0552394,0.0491673, 0.056807, 0.0753454, 0.0865278, 0.0753454, 0.056807,0.050645, 0.0583746, 0.0771065, 0.0883928, 0.0771065, 0.0583746,0.0521588, 0.0599618, 0.0788496, 0.0902185, 0.0788496, 0.0599618,0.0536725, 0.061549, 0.0805926, 0.0920441, 0.0805926, 0.061549,0.0552233, 0.0631561, 0.0823172, 0.0938302, 0.0823172, 0.0631561,0.0567741, 0.0647631, 0.0840418, 0.0956162, 0.0840418, 0.0647631,0.0583628, 0.06639, 0.0857474, 0.0973623, 0.0857474, 0.06639,0.0599515, 0.0680169, 0.0874531, 0.0991084, 0.0874531, 0.0680169,0.061579, 0.0696638, 0.0891393, 0.100815, 0.0891393, 0.0696638,0.0632064, 0.0713106, 0.0908256, 0.102521, 0.0908256, 0.0713106,0.0632064, 0.0735761, 0.0935602, 0.102521, 0.0935602, 0.0735761,0
2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,
